split	genre	dataset	year	sid	score	sentence1	sentence2	
tog	hovedtekster	MSRvid	2012 test	379	2.000	En hund ser inn i svømmebassenget.	En hund går rundt et basseng.	
tog	hovedtekster	MSRvid	2012 test	380	5.000	En mann smører et stykke brød.	En mann smører smør på brød.	
tog	hovedtekster	MSRvid	2012 test	382	1.800	En mann skjærer tomater i biter.	En kvinne skjærer noen grønnsaker.	
tog	hovedtekster	MSRvid	2012 test	384	2.400	Tre tenåringsjenter danset i rommet.	Noen tenåringsjenter danser etter kameraet.	
tog	hovedtekster	MSRvid	2012 test	385	2.400	En løve går.	En løve går i en penn.	
tog	hovedtekster	MSRvid	2012 test	386	0,400	En mann som skyter en bil.	En mann skjærer en potet.	
tog	hovedtekster	MSRvid	2012 test	388	4.200	En svart hest løper rundt.	Hesten løper.	
tog	hovedtekster	MSRvid	2012 test	390	0,000	En kvinne lager reker.	En mann danser i regnet.	
tog	hovedtekster	MSRvid	2012 test	391	0,000	En mann rir på en hest.	En kvinne vasker en fryser.	
tog	hovedtekster	MSRvid	2012 test	393	0,800	En mann går nedover en sti.	En mann går over et stramt tau.	
tog	hovedtekster	MSRvid	2012 test	394	1.400	En mann skjærer en potet.	En kvinne skjærer en jalepeno.	
tog	hovedtekster	MSRvid	2012 test	395	1.500	En hund bjeffer på en ball.	En hund svømmer etter en tennisball.	
tog	hovedtekster	MSRvid	2012 test	397	2.500	Et barn løper fra en fisk som svinger rundt på en fiskestang.	Et lite barn løper rundt en fiskestang.	
tog	hovedtekster	MSRvid	2012 test	398	2.500	En mann går langs en sti gjennom villmarken.	En mann går nedover en vei.	
tog	hovedtekster	MSRvid	2012 test	399	3.500	En eldre mann taler ved et podium.	En mann holder en tale ved podiet.	
tog	hovedtekster	MSRvid	2012 test	401	3.400	En mann som rir på en hest i sakte film.	En mann rir på en hest.	
tog	hovedtekster	MSRvid	2012 test	402	3.800	En person skjærer burrata-ost.	Personen skjærer ost.	
tog	hovedtekster	MSRvid	2012 test	403	3.800	Mannen skyter en automatrifle.	En mann skyter en pistol.	
tog	hovedtekster	MSRvid	2012 test	406	1.500	En mann knuser hvitløk med baksiden av en kniv.	En kvinne skjærer kjøtt med en kniv.	
tog	hovedtekster	MSRvid	2012 test	407	0,500	En kvinne arkiverer neglene med et smergelbrett.	En kvinne mater babyen sin med en flaske.	
tog	hovedtekster	MSRvid	2012 test	408	0,000	En mann kjører på skateboard.	En kvinne skjærer en potet.	
tog	hovedtekster	MSRvid	2012 test	409	0,000	En kvinne tar en dusj.	En mann rir på en hvit hest.	
tog	hovedtekster	MSRvid	2012 test	410	0,800	En mann danser.	En mann rir på en hest.	
tog	hovedtekster	MSRvid	2012 test	413	0,850	En mann ror båt.	En mann skyter av en pistol.	
tog	hovedtekster	MSRvid	2012 test	414	3.400	En mann svinger seg fra et tau festet til taket.	En mann svinger i et tau.	
tog	hovedtekster	MSRvid	2012 test	415	0,400	En kvinne rir på en hest på en strand.	En mann bærer en annen mann på ryggen.	
tog	hovedtekster	MSRvid	2012 test	416	1.750	En mann holder et lite dyr i den ene hånden.	En mann viser frem en liten ape.	
tog	hovedtekster	MSRvid	2012 test	417	3.250	En person bretter en firkantet papirbit.	En mann bretter papir.	
tog	hovedtekster	MSRvid	2012 test	418	0,750	En person steker kjøtt i en panne.	En person holder en skunk.	
tog	hovedtekster	MSRvid	2012 test	422	0,000	En sjimpanse skader en kvinne.	En mann kjører bil.	
tog	hovedtekster	MSRvid	2012 test	423	0,000	Kvinnen skreller reker.	Mannen holder en lemur.	
tog	hovedtekster	MSRvid	2012 test	427	4.250	To sebraer leker.	Sebraer sosialiserer seg.	
tog	hovedtekster	MSRvid	2012 test	428	1.800	En kvinne skjærer smør.	En kvinne skjærer tofu.	
tog	hovedtekster	MSRvid	2012 test	429	3.200	Noen menn spiller gitar.	Tre menn spiller gitar og synger sammen.	
tog	hovedtekster	MSRvid	2012 test	430	3.600	Elefantene sprayet vann på seg selv.	Elefanter sprayer seg selv med vann.	
tog	hovedtekster	MSRvid	2012 test	432	2.600	En hund satt ved disken i en butikk.	Hunden står ved disken.	
tog	hovedtekster	MSRvid	2012 test	433	3.200	Noen borer et hull i en trelist med en boremaskin.	En mann borer et hull i et trestykke.	
tog	hovedtekster	MSRvid	2012 test	437	2.800	En kvinne skjærer noen grønnsaker.	Kvinnen kutter hvitløk.	
tog	hovedtekster	MSRvid	2012 test	438	4.600	En grevling graver et hull.	En grevling graver jorden.	
tog	hovedtekster	MSRvid	2012 test	439	0,000	En kvinne står på vannski på en innsjø.	En mann spiller på fløyte.	
tog	hovedtekster	MSRvid	2012 test	440	0,250	En jente spiller fiolin.	En baby ler og fniser.	
tog	hovedtekster	MSRvid	2012 test	441	3,923	Et helikopter lander på en helikopterplass.	Et helikopter lander.	
tog	hovedtekster	MSRvid	2012 test	442	2.750	En kvinne skjærer opp en kylling.	En kvinne skjærer kjøtt.	
tog	hovedtekster	MSRvid	2012 test	443	0,000	En kvinne skjærer en agurk.	En mann spiller gitar.	
tog	hovedtekster	MSRvid	2012 test	444	3.000	En kvinne rir på en elefant foran en beundrende folkemengde.	En kvinne rir på en elefant.	
tog	hovedtekster	MSRvid	2012 test	445	3.800	En valp glir bakover langs gulvet.	En valp presser seg selv bakover.	
tog	hovedtekster	MSRvid	2012 test	447	4.600	En kvinne deler hvitløksfedd.	En kvinne bryter et hvitløkshode i fedd.	
tog	hovedtekster	MSRvid	2012 test	448	2.600	En hund ser inn i svømmebassenget.	En hund går langs kanten av et basseng.	
tog	hovedtekster	MSRvid	2012 test	449	3.600	En kvinne blander en skjønnhetsbehandling i et glass.	En kvinne blander en krem i et glass med en skje.	
tog	hovedtekster	MSRvid	2012 test	450	3.600	En mann tegner et bilde.	En person tegner.	
tog	hovedtekster	MSRvid	2012 test	455	1000	En kvinne plukker tomater.	En kvinne heller røren i en bolle.	
tog	hovedtekster	MSRvid	2012 test	456	2.750	En mann ser på en dataskjerm.	En mann bruker en bærbar datamaskin.	
tog	hovedtekster	MSRvid	2012 test	457	1.250	Gutten sykler på trehjulssykkel.	En kvinne kjører på vannscooter.	
tog	hovedtekster	MSRvid	2012 test	458	2.750	To menn konkurrerer i et dekkrullingsløp.	To personer snudde traktordekk i et løp.	
tog	hovedtekster	MSRvid	2012 test	460	0,000	En person skjærer et kjøtt.	En person som rir på en mekanisk okse	
tog	hovedtekster	MSRvid	2012 test	461	0,000	En mann spiller fiolin.	En kvinne bruker en symaskin.	
tog	hovedtekster	MSRvid	2012 test	466	2.400	Babyen krøp gjennom døråpningen.	En baby kryper over gulvet.	
tog	hovedtekster	MSRvid	2012 test	467	2.200	En mann spiller keyboard.	En person spiller et piano.	
tog	hovedtekster	MSRvid	2012 test	469	0,200	En mann lukter to pizzaer.	En kvinne mater en mann.	
tog	hovedtekster	MSRvid	2012 test	471	2.800	En ape trekker halen til en hund.	En ape erter en hund i dyrehagen.	
tog	hovedtekster	MSRvid	2012 test	472	4.000	En hund ligger på ryggen på et tregulv.	En hund ligger på gulvet.	
tog	hovedtekster	MSRvid	2012 test	474	0,000	En kvinne steker noe i pannen.	En mann spiller gitaren sin.	
tog	hovedtekster	MSRvid	2012 test	476	5.000	En mann legger krydder i en bolle med vann.	Mannen tilsatte krydder til vann i en bolle.	
tog	hovedtekster	MSRvid	2012 test	477	0,000	En eldre kvinne heller olje i en stekepanne.	En bundet mann legger i vann.	
tog	hovedtekster	MSRvid	2012 test	479	3.200	En kvinne hakker en løk.	En kvinne skjærer delvis i halvparten av en løk.	
tog	hovedtekster	MSRvid	2012 test	480	3.500	Kvinnen plukket opp kenguruen.	En kvinne bærer en kenguru.	
tog	hovedtekster	MSRvid	2012 test	481	1.750	En hund som biter på en boks.	En hund åpner en boks med mat.	
tog	hovedtekster	MSRvid	2012 test	482	1.250	En kvinne utbeiner en fisk.	En mann fanger en fisk.	
tog	hovedtekster	MSRvid	2012 test	483	0,833	En mann klipper gress.	En mann sprenger betong.	
tog	hovedtekster	MSRvid	2012 test	484	0,000	En katt ser på TV.	En mann skjærer en permisjon.	
tog	hovedtekster	MSRvid	2012 test	485	3.750	Gutten sitter fast i døren til hundehuset.	Et barn sitter fast i et hundehus.	
tog	hovedtekster	MSRvid	2012 test	486	2.750	Folk snur seg inn i et svømmebasseng.	Menn faller i et basseng.	
tog	hovedtekster	MSRvid	2012 test	489	3.800	En kvinne svømmer under vann.	En kvinne svømmer.	
tog	hovedtekster	MSRvid	2012 test	490	0,200	En mann spiller gitar.	En kvinne danser.	
tog	hovedtekster	MSRvid	2012 test	492	3.400	Et fly flyr i luften.	Et fly fra South African Airways flyr på en blå himmel.	
tog	hovedtekster	MSRvid	2012 test	493	1.400	En bjørn løper fra to hunder.	En bjørn kjemper mot ulver.	
tog	hovedtekster	MSRvid	2012 test	494	3.800	En kvinne hviler i en flytende flåte.	En kvinne slapper av i et indre rør.	
tog	hovedtekster	MSRvid	2012 test	496	0,400	En mann dør på en operasjonsstue.	En mann kysser en kvinne på scenen.	
tog	hovedtekster	MSRvid	2012 test	497	0,000	En mann holder et blad.	En kvinne ser på TV.	
tog	hovedtekster	MSRvid	2012 test	498	0,000	En person rir på en hest.	En kvinne skjærer poteter.	
tog	hovedtekster	MSRvid	2012 test	499	0,000	En kvinne skjærer blekksprut.	En mann spiller gitar.	
tog	hovedtekster	MSRvid	2012 test	500	0,200	En mann knuser vannkannene.	En kvinne skreller hvitløk.	
tog	hovedtekster	MSRvid	2012 test	501	0,000	En mann spiller gitar.	En kvinne kutter grønnsaker.	
tog	hovedtekster	MSRvid	2012 test	502	0,000	En jente spiser en cupcake.	En mann skjærer en agurk.	
tog	hovedtekster	MSRvid	2012 test	503	3.800	Den lille jenta lekte på gresset med en hund og en ball.	En baby leker med hund og ball.	
tog	hovedtekster	MSRvid	2012 test	505	2.250	Folk rir og padler en flåte.	Fire personer flyter på en flåte.	
tog	hovedtekster	MSRvid	2012 test	508	2.400	Damen kuttet opp en potet.	En mann skjærer en potet.	
tog	hovedtekster	MSRvid	2012 test	510	3.200	Missilet eksploderte.	En rakett eksploderte.	
tog	hovedtekster	MSRvid	2012 test	511	1.600	En hund leker i snøen.	En hund tasser på en flue i teppet foran den.	
tog	hovedtekster	MSRvid	2012 test	512	0,400	En kvinne danser med andre kvinner.	En kvinne river kylling.	
tog	hovedtekster	MSRvid	2012 test	513	0,000	En gutt dytter en varebil.	En person skjærer en tomat.	
tog	hovedtekster	MSRvid	2012 test	515	0,400	En gutt lager noen dansetrinn.	En gutt skjenker noe fra en mugge.	
tog	hovedtekster	MSRvid	2012 test	516	0,600	En kvinne åpner en brus og drikker den.	En kvinne rir på en elefant.	
tog	hovedtekster	MSRvid	2012 test	517	1000	En mann setter sammen høyttalerdeler.	En mann spiller gitar.	
tog	hovedtekster	MSRvid	2012 test	519	4.600	Hunden gikk langs bassengkanten.	En hund går langs et basseng.	
tog	hovedtekster	MSRvid	2012 test	520	4.250	Smør legges i en bolle.	En mann som skjærer smør i en miksebolle.	
tog	hovedtekster	MSRvid	2012 test	522	1.500	Vaskebjørner spiser.	En mann spiser.	
tog	hovedtekster	MSRvid	2012 test	523	3.500	Noen falt av en hest.	En mann blir slått av en hest.	
tog	hovedtekster	MSRvid	2012 test	525	0,000	En kvinne skreller et eple.	En mann spretter wheelies på en motorsykkel.	
tog	hovedtekster	MSRvid	2012 test	526	0,000	En mann tar noen mattetimer.	En mann skyller en biff.	
tog	hovedtekster	MSRvid	2012 test	527	0,000	Dyr leker i vann.	To menn spiller ping pong.	
tog	hovedtekster	MSRvid	2012 test	528	0,333	En mann rir på en hest og hopper over hindringer.	En mann sparker en fotball.	
tog	hovedtekster	MSRvid	2012 test	529	0,333	En person gjør blyanttriks med hånden.	En person skjærer gulrøtter i to.	
tog	hovedtekster	MSRvid	2012 test	530	3.333	Personen tente på kameraene.	En person blåser kameraer.	
tog	hovedtekster	MSRvid	2012 test	531	4.333	Mannen skjærer båndet fra esken.	En mann skjærer opp en boks.	
tog	hovedtekster	MSRvid	2012 test	534	0,800	En mann fisker i elva.	En mann synger mens han går nedover fortauet.	
tog	hovedtekster	MSRvid	2012 test	535	0,200	En mann sykler.	En kvinne danser på gaten.	
tog	hovedtekster	MSRvid	2012 test	536	0,000	En mann gjør push-ups.	En kvinne skjærer en blekksprut.	
tog	hovedtekster	MSRvid	2012 test	537	0,000	En mann spiller gitar.	En kvinne skjærer opp noe svinekjøtt.	
tog	hovedtekster	MSRvid	2012 test	542	2.800	Den lille gutten synger og spiller gitar.	En baby spiller gitar.	
tog	hovedtekster	MSRvid	2012 test	543	0,800	En kvinne pudder ansiktet hennes.	Kvinnen banker fingrene i bordet.	
tog	hovedtekster	MSRvid	2012 test	546	0,000	En kvinne skreller en potet.	En løve går rundt.	
tog	hovedtekster	MSRvid	2012 test	547	0,250	En kvinne skyter med en rifle.	En mann utfører stunts.	
tog	hovedtekster	MSRvid	2012 test	552	0,500	En kvinne legger en krans over en manns skuldre.	En mann heller vann over en pilots hode.	
tog	hovedtekster	MSRvid	2012 test	553	3.750	En gammel kvinne håndhilser på en mann.	En mann og en kvinne håndhilser.	
tog	hovedtekster	MSRvid	2012 test	555	1.750	Kvinnen står på vannski.	En kvinne er wakeboarding på en innsjø.	
tog	hovedtekster	MSRvid	2012 test	556	2.667	Trær bøyer seg i storm.	Trær blir rammet av veldig hard vind.	
tog	hovedtekster	MSRvid	2012 test	558	0,400	En mann og en kvinne kjører i en bil.	En kvinne steker reker.	
tog	hovedtekster	MSRvid	2012 test	559	0,000	En mann beveger en trelem.	Kvinnen spiller fiolin.	
tog	hovedtekster	MSRvid	2012 test	561	1000	En mann spiller piano.	En kvinne spiller fiolin.	
tog	hovedtekster	MSRvid	2012 test	562	0,800	En person heller olje på en panne.	En person kutter en løk.	
tog	hovedtekster	MSRvid	2012 test	564	0,000	Dyret spiser.	En kvinne danser.	
tog	hovedtekster	MSRvid	2012 test	566	4.000	Kvinnen går tur med hunden sin.	En kvinne går tur med hunden sin nedover gaten.	
tog	hovedtekster	MSRvid	2012 test	570	5.000	En gruppe mennesker synger.	Noen synger.	
tog	hovedtekster	MSRvid	2012 test	571	4.400	Katten drikker melk.	En katt slikker fra en tallerken med melk.	
tog	hovedtekster	MSRvid	2012 test	574	2.000	En jente lager øyelokk.	En kvinne legger på øyenskygge.	
tog	hovedtekster	MSRvid	2012 test	576	2.800	To menn slåss.	To menn kjemper ved å bruke en form for kampsport.	
tog	hovedtekster	MSRvid	2012 test	581	2.500	Militæroffiseren bjeffet mot rekruttene.	En offiser snakker med rekrutter.	
tog	hovedtekster	MSRvid	2012 test	582	2.500	Mannen legger kylling i beholderen.	En mann legger mat i en boks.	
tog	hovedtekster	MSRvid	2012 test	583	2.250	En mann binder på en stenografmaskin.	mannen brukte en stenograf.	
tog	hovedtekster	MSRvid	2012 test	584	3.600	En kvinne legger pasta i en gryte med vann.	En kvinne lager nudler.	
tog	hovedtekster	MSRvid	2012 test	585	1.200	En kvinne ligger på et teppe på en stein og leser en bok.	En kvinne som sitter synger en sang og spiller også gitar.	
tog	hovedtekster	MSRvid	2012 test	586	0,200	To valper leker med hverandre.	Noen menn spiller fotball.	
tog	hovedtekster	MSRvid	2012 test	587	1000	En mann løper på et jorde.	En mann klatrer opp i et tau.	
tog	hovedtekster	MSRvid	2012 test	588	0,400	En mann klemmer noen.	En mann tar et bilde.	
tog	hovedtekster	MSRvid	2012 test	589	2.800	Noen heller ingrediensene i en gryte.	En mann legger grønnsaker i en gryte.	
tog	hovedtekster	MSRvid	2012 test	591	0,000	Et par går.	Noen menn sager.	
tog	hovedtekster	MSRvid	2012 test	593	3.000	En person spiller gitar.	Mannen spilte gitaren sin.	
tog	hovedtekster	MSRvid	2012 test	594	3.000	En person legger mat i en panne.	En kvinne legger ris i en panne.	
tog	hovedtekster	MSRvid	2012 test	595	2.800	En gruppe pingviner går.	En stor mengde pingviner er på vei til havet.	
tog	hovedtekster	MSRvid	2012 test	596	0,000	En mann spiller gitar.	Noen håndterer en bolle.	
tog	hovedtekster	MSRvid	2012 test	597	0,000	En hund hopper på en trampoline.	En gutt spiller gitar.	
tog	hovedtekster	MSRvid	2012 test	598	2.200	En mann rister en beholder over en kjøkkenvask.	En mann holder på å tømme en plastbeholder.	
tog	hovedtekster	MSRvid	2012 test	600	3.750	En mann går med en hest.	En mann fører en hest rundt etter grimen.	
tog	hovedtekster	MSRvid	2012 test	601	4.000	Papir kuttes med saks.	Et stykke papir blir kuttet.	
tog	hovedtekster	MSRvid	2012 test	603	3.500	En person skreller reker.	Damen skrellet rekene.	
tog	hovedtekster	MSRvid	2012 test	604	0,800	En mann spiller gitar.	En mann prøver å lese avisen.	
tog	hovedtekster	MSRvid	2012 test	605	0,800	En mann som lager en seng på et hotell.	En mann holder et dyr.	
tog	hovedtekster	MSRvid	2012 test	608	1.750	Hunden trakk hundens halen og deretter benet.	En ape trakk en hunds hale.	
tog	hovedtekster	MSRvid	2012 test	609	3.000	En kvinne slår to egg i en bolle.	En person blander ingredienser i en bolle.	
tog	hovedtekster	MSRvid	2012 test	612	0,000	En mann hopper tau utenfor.	En kvinne skjærer en agurk.	
tog	hovedtekster	MSRvid	2012 test	613	0,000	En person skjærer noen løk.	En hamster synger.	
tog	hovedtekster	MSRvid	2012 test	614	0,000	En kvinne holder en kenguru.	En mann i hatt synger en sang.	
tog	hovedtekster	MSRvid	2012 test	616	3.800	Fotballspillere sparker en fotball i mål.	En fotballspiller scorer et mål.	
tog	hovedtekster	MSRvid	2012 test	617	3.200	En kvinne lager mat.	En kvinne heller ingrediensene i en stekepanne.	
tog	hovedtekster	MSRvid	2012 test	618	3.200	En kvinne svømmer på stranden.	En kvinne plasker rundt i havets bølger.	
tog	hovedtekster	MSRvid	2012 test	619	0,800	En mann bærer en annen mann.	En mann sprayer en annen mann med vann fra en slange.	
tog	hovedtekster	MSRvid	2012 test	620	1.500	Kvinnen legger pasta i et fat.	En kvinne drar en slags klissete smuss ut av en bolle.	
tog	hovedtekster	MSRvid	2012 test	621	2.750	En mann holder opp og snakker om en grå You Tube T-skjorte.	En mann viser en skjorte.	
tog	hovedtekster	MSRvid	2012 test	623	3.750	Noen heller olivenolje i en bolle med tomatbåter.	Mannen helte olje på tomatskivene.	
tog	hovedtekster	MSRvid	2012 test	624	3.200	En mann spiller gitar.	Mannen spilte gitaren sammen med en venn.	
tog	hovedtekster	MSRvid	2012 test	625	0,800	Noen koker okra i en kjele.	Noen heller olivenolje i en bolle med tomatbåter.	
tog	hovedtekster	MSRvid	2012 test	626	0,000	En person skreller en potet.	En katt slikker en liten flaske.	
tog	hovedtekster	MSRvid	2012 test	627	0,000	En katt hopper inn i en boks.	En ung mann snakker med et blad.	
tog	hovedtekster	MSRvid	2012 test	629	1.400	Kvinnen krydrer oljen.	En kvinne heller ingredienser i en bolle.	
tog	hovedtekster	MSRvid	2012 test	630	3.200	En katt glir opp ned under en sofa.	En katt kryper under et møbel på ryggen.	
tog	hovedtekster	MSRvid	2012 test	631	2.200	En kvinne danser mens en mann spiller keyboard.	En kvinne danser på en scene.	
tog	hovedtekster	MSRvid	2012 test	632	2.533	En kokk rydder opp i en skål med suppe.	En mann tørker kanten av en bolle av.	
tog	hovedtekster	MSRvid	2012 test	633	3.400	En eksplosjon blomstrer i ørkenen.	Et atomvåpen eksploderer i en ørken.	
tog	hovedtekster	MSRvid	2012 test	634	0,000	En kvinne skjærer en sitron.	En mann snakker i en mikrofon.	
